Model,Fuel Type,Price,Description,Kilometers Driven,Model Year,Brand,specific_model
Maruti Suzuki Omni Van 2011 Buy in Kathmandu Nepal,,"NRs 9,75,000",Single Handed Omni Van in excellent condition. Nothing to spend on. Never been in any accidents.,,,,Omni Van Buy in Kathmandu Nepal
Tata Indica DLS Diesel 2002 Buy in Kathmandu Nepal,,"NRs 4,75,000",Single Handed Tata Indica V2 Diesel in excellent condition. Nothing to spend on. Never been in any accidents. Excellent Milage,,,,Indica DLS Diesel Buy in Kathmandu Nepal
Chevrolet Aveo LS 2010 Buy in Kathmandu Nepal,,"NRs 16,00,000",Single Handed Chevrolet Aveo in Excellent Condition. Nothing to Spend on. Never been in any Accidents.,,,,Aveo LS Buy in Kathmandu Nepal
Chevrolet Aveo LT 2009 Buy in Kathmandu Nepal,,"NRs 15,50,000",Chevrolet Aveo LT in excellent condition. Nothing to spend on. Never been in any accidents. Fresh as new.,,,,Aveo LT Buy in Kathmandu Nepal
Skoda Fabia 2009 Buy in Kathmandu Nepal,,"NRs 14,25,000","Skoda Fabia in excellent condition. Nothing to spend on. Never been in any accidents. Comes with Dual Airbag, ABS.",,,,Fabia Buy in Kathmandu Nepal
Skoda Laura 2011 Buy in Kathmandu Nepal,,"NRs 42,00,000","Single handed Skoda Laura in excellent condition. Nothing to spend on. NEver been in any accidents. Comes with Airbags, ABS, Six Cd changer, Headlight wash, […]",,,,Laura Buy in Kathmandu Nepal
Ford Ranger Pickup 2010 Buy in Kathmandu Nepal.,,"NRs 29,00,000",Single Handed Ford Ranger in excellent condition. Nothing to spend on. Never been in any accidents.,,,,Ranger Pickup Buy in Kathmandu Nepal
Maruti Suzuki Alto K10 2013 Buy in Kathmandu Nepal,,"NRs 13,75000",Single Handed Maruti Suzuki Alto K10 in Brand New Condition. Nothing to spend on. Never been in any accidents. Fresh as new.,,,,Alto K10 Buy in Kathmandu Nepal
Hyundai i20 Asta 2010 Buy in Kathmandu Nepal,,"NRs 18,50,000","Hyundai i20 Asta in excellent condition. Nothing to spend on. Never been in any accidents. Comes with Dual Airbags, ABS, Steering Modular, Alloy Wheels.",,,,i20 Asta Buy in Kathmandu Nepal
Hyundai Santro 2003 Buy in Kathmandu Nepal,,"NRs 8,25,000",Hyundai Santro in excellent condition. Nothing to spend on. Never been in any accidents. Fresh and well maintained.,,,,Santro Buy in Kathmandu Nepal
Daihatsu Terios SX 2007 Buy in Kathmandu Nepal,,"NRs 33,00,000","Daihatsu Terios in excellent condition. Nothing to spend on. Never been in any accident. Comes with Dual Airbags, ABS,4WD.",,,,Daihatsu Terios SX Buy in Kathmandu Nepal
Chevrolet Spark LT 2010 Buy in Kathmandu Nepal,,"NRs 12,00,000",Single Handed Chevrolet Spark LT in Excellent Condition . Nothing to Spend on. Never been in any Accidents.,,,,Spark LT Buy in Kathmandu Nepal
Daihatsu Terios 2000 Buy in Kathmandu Nepal,,"NRs 18,00,000",Single Handed Full Option Daihatsu Terios in excellent condition. Nothing to spend on. Never bee in any accidents. Fresh and in immaculate condition.,,,,Daihatsu Terios Buy in Kathmandu Nepal
Maruti Suzuki A Star VXI 2010 is Sold,,NRs 0,,,,,A Star VXI is Sold
Maruti Suzuki Omni Van 2010 Buy in Kathmandu Nepal,,"NRs 8,75,000",Single handed 8 Seater Van in excellent condition. Nothing to spend on.,,,,Omni Van Buy in Kathmandu Nepal
Kia Picanto EX 2010 Buy in Kathmandu Nepal.,,"NRs 12,00,000/-",Kia Picanto in excellent condition. Nothing to spend on.,,,,Picanto EX Buy in Kathmandu Nepal
Nissan Xtrail 2006 Buy in Kathmandu Nepal.,,"NRs 38,00,000/-","Nissan Xtrail in excellent condition. Nothing to spend on. Never been in any accident. Comes with dual Airbag, Sunroof, Electric seats.",,,,Xtrail Buy in Kathmandu Nepal
Daihatsu Terios 2007 is SOLD,,NRs 0,SOLD,,,,Daihatsu Terios is SOLD
Daihatsu Sirion 1.3 2006 Buy in Kathmandu Nepal.l.,,"NRs 12,50,000",Daihatsu Sirion in excellent condition. Nothing to spend on. Never been in any accidents.,,,,Daihatsu Sirion 1.3 Buy in Kathmandu Nepal.l
Nissan Navara LE 2010 Buy in Kathmandu Nepal,,"NRs 37,00,000",Nissan Navara in Excellent condition. Nothing to spend on. Never been in any accident.,,,,Navara LE Buy in Kathmandu Nepal
2011 Volkswagen Tiguan 2.0 TDI 4Motion Buy in Kathmandu Nepal.,,"NRs 75,00,000",Single Handed Volkswagen Tiguan in Brand New Condition. Nothing to spend on. Never been in any accidents. Auto gear diesel engine.,,,,Tiguan 2.0 TDI 4Motion Buy in Kathmandu Nepal
Tata Indigo CS 2010 Buy in Kathmandu Nepal,,"NRs 13,00,000",Tata indigo in excellent condition. Nothing to spend on. Never been in any accidents.,,,,Indigo CS Buy in Kathmandu Nepal
Suzuki Alto 2009 Buy in Kathmandu Nepal,,"NRs 9,50,000",Single Handed Maruti Suzuki Alto in excellent condition. Nothing to spend on. Never been in any accident. Fresh as new.,,,,Alto Buy in Kathmandu Nepal
Daihatsu Terios SX 2007 Buy in Kathmandu Nepal,,"NRs 33,00,000","Single Handed Daihatsu Terios in excellent condition. Nothing to spend on. Never been in any accidents. Comes with Dual Air Bag, ABS, Alloy Wheels.",,,,Daihatsu Terios SX Buy in Kathmandu Nepal
Hyundai Santro GLS 2008 Buy in Kathmandu Nepal,,"NRs 12,25,000",Hyundai Santro in excellent condition. Nothing to spend on. Never been in any accidents.,,,,Santro GLS Buy in Kathmandu Nepal
A Star VXi 2009 Buy in Kathmandu Nepal,,"NRs 13,50,000",Maruti Suzuki A Star in excellent condition. Nothing to spend on. Never been in any accidents.,,,,A Star VXi Buy in Kathmandu Nepal
Chevrolet Aveo Ls 2010 is SOLD,,NRs 0,SOLD,,,,Aveo Ls is SOLD
Hyundai Santro 2006 is SOLD,,NRs 0,SOLD,,,,Santro is SOLD
Kia Picanto Lx 2007 is SOLD,,NRs 0,SOLD,,,,Picanto Lx is SOLD
Subaru Forester 2006 Buy in Kathmandu Nepal,,"NRs 31,00,000",Subaru Forester in excellent condition. Never been in any major accident. Nothing to spend on. Comes with 4 airbag.,,,,Subaru Forester Buy in Kathmandu Nepal
Swift Dzire VXi 2009 is SOLD,,NRs 0,SOLD,,,,Swift Dzire VXi is SOLD
Tata Sumo Victa EX 2007 Buy in Kathmandu Nepal  *Price Reduced,,"NRs 15,50,000",Tata Sumo in excellent condition. Nothing to spend on. Never been in any major accident.,,,,Sumo Victa EX Buy in Kathmandu Nepal Price Reduced
Honda Jazz 2009 Buy in Kathmandu Nepal,,"NRs 22,95,000",Single Handed Honda jazz in excellent condition. Never been in any major accident. Nothing to spend on. Comes with dual airbag. Magic Seat. Audio controlling […],,,,Jazz Buy in Kathmandu Nepal
Hyundai Santro Xing 2003 Buy in Kathmandu Nepal,,"NRs 8,25,000",Single handed Hyundai Santro Xing in excellent condition. Nothing to spend on. Never been in any major accident.,,,,Santro Xing Buy in Kathmandu Nepal
Alto 2007 Buy in Kathmandu Nepal,,"NRs 8,00,000",Alto in excellent condition. Nothing to spend on. Never been in any major accident.,,,,Alto Buy in Kathmandu Nepal
Hyundai Santro 2006 Buy in Kathmandu Nepal,,"NRs 10,75,000",Hyundai Santro in excellent condition. Nothing to spend on. Never been in any amor accident.,,,,Santro Buy in Kathmandu Nepal
Toyota AE100 1992 Buy in Kathmandu Nepal,,"NRs 7,50,000",Toyota AE100 (EFI Engine) in good condition. Nothing to spend on.,,,,AE100 Buy in Kathmandu Nepal
Maruti 800 2007 Buy in Kathmandu Nepal,,"NRs 6,75,000",Maruti 800 in excellent condition. Nothing to spend on.,,,,800 Buy in Kathmandu Nepal
Swift VXi 2007 Buy in Kathmandu Nepal,,"NRs 14,50,000",Swift Vxi in excellent condition. Never been in any major accident. Nothing to spend on.,,,,Swift VXi Buy in Kathmandu Nepal
Alto 2004 Semi Option Buy in Kathamndu Nepal,,"NRs 8,75,000","Semi Option Alto in excellent condition. Never been in any major accident. Nothing to spend on. Comes with A/C, Power window, Power Steering.",,,,Alto Semi Option Buy in Kathamndu Nepal
Perodoua Kenari 2007 Buy in kathmandu Nepal,,"NRs 8,75,000",Perodoua Kenari in excellent condition. Nothing to spend on. Never been in any major accident.,,,,Perodoua Kenari Buy in kathmandu Nepal
Hyundai i20 Magna is SOLD,,NRs 0,SOLD,,,,i20 Magna is SOLD
Suzuki Ignis 2004 is SOLD,,NRs 0,SOLD,,,,Ignis is SOLD
Swift Dzire VXi 2009 Buy in Kathmandu Nepal,,"NRs 17,50,000",Single Handed Swift Dzire in excellent condition. Nothing to spend on. Fresh as new.,,,,Swift Dzire VXi Buy in Kathmandu Nepal
A Star VXi 2009 Buy in Kathmandu Nepal,,"NRs 14,50,000",Single Handed A Star in excellent condition. Never been in any major accident. Nothing to spend on.,,,,A Star VXi Buy in Kathmandu Nepal
Mazda 1998 Buy in Kathmandu Nepal,,"NRs 10,00,000",Full Option Mazda in excellent condition. Looks Very Sporty. Runs with either Gas or Petrol.,,,,Mazda Buy in Kathmandu Nepal
Swift VXi 2007 is SOLD,,NRs 0,SOLD,,,,Swift VXi is SOLD
Opel Swing 2002 is SOLD,,NRs 0,SOLD,,,,Opel Swing is SOLD
Zotye 2010 Buy in Kathmandu Nepal,,"NRs 15,50,000",Single handed Zotye in excellent condition. Never been in any major accident. Nothing to spend on. Have run only 23000 km.,,,,Zotye Buy in Kathmandu Nepal
Hyundai i20 Asta 2010 is SOLD,,NRs 0,SOLD,,,,i20 Asta is SOLD
Maruti Gypsy 1998 is SOLD,,NRs 0,SOLD,,,,Gypsy is SOLD
Toyota Tercel 1988 Buy in Kathmandu Nepal,,"NRs 3,50,000",Toyota Tercel in good condition for very cheap price.,,,,Tercel Buy in Kathmandu Nepal
Maruti Alto 2004 is SOLD,,NRs 0,SOLD,,,,Alto is SOLD
Maruti Suzuki Zen 2004 is SOLD,,NRs 0,SOLD,,,,Zen is SOLD
Maruti Suzuki Wagon R 2000 is SOLD,,NRs 0,SOLD,,,,Wagon R is SOLD
Perodoua Kelisa 2006 Buy in Kathmandu Nepal,,"NRs 6,50,000",Perodoua Kelisa in good condition. Very cheap for its price.,,,,Perodoua Kelisa Buy in Kathmandu Nepal
Toyota AEE 101 1992 Buy in Kathmandu Nepal,,"NRs 7,90,000",Toyota AEE 101 in excellent condition. It got 16 valve EFI Engine. Nothing to spend on.,,,,AEE 101 Buy in Kathmandu Nepal
Scorpio pick up 2008 is SOLD,,NRs 0,SOLD,,,,Scorpio pick up is SOLD
Hyundai Santro 2006 is SOLD,,NRs 0,SOLD,,,,Santro is SOLD
TOYOTA LX 2003  is SOLD,,NRs 0,SOLD,,,,LX is SOLD
Nissan fe 1997 buy in Kathmandu Nepal,,"NRs 10,00,000",This car is in very good condition.,,,,fe buy in Kathmandu Nepal
DAIHATSU TERIOS 2007 is SOLD,,NRs 0,SOLD,,,,DAIHATSU TERIOS is SOLD
Hyundai Matrix 2005 is SOLD,,NRs 0,SOLD,,,,Matrix is SOLD
Kia Picanto 2005 is SOLD,,"NRs 10,50,000",SOLD,,,,Picanto is SOLD
Hyundai Santro 2007 is SOLD,,"NRs 12,50,000",SOLD,,,,Santro is SOLD
Hyundai Santro 2005 is SOLD,,"NRs 11,50,000",SOLD,,,,Santro is SOLD
Maruti Omni Van 2009 is SOLD,,"NRs 8,60,000",SOLD,,,,Omni Van is SOLD
Kia Picanto Ex 2006 is SOLD,,"NRs 11,20,000",SOLD,,,,Picanto Ex is SOLD
Kia Rio 2003 is SOLD,,"NRs 7,70,000",SOLD,,,,Rio is SOLD
Daihatsu Sirion 2008 is SOLD,,"NRs 14,600,000",SOLD,,,,Daihatsu Sirion is SOLD
Tata Indica Turbo 2007 Buy in Kathmandu Nepal is SOLD,,"NRs 8,50,000",SOLD,,,,Indica Turbo Buy in Kathmandu Nepal is SOLD
Daihatsu Terios 2008 is SOLD,,"NRs 33,30,000",SOLD,,,,Daihatsu Terios is SOLD
Nissan Super Saloon 2004 is SOLD,,"NRs 19,50,000",SOLD,,,,Super Saloon is SOLD
Hyundai i10 Magna is SOLD,,"NRs 15,00,000",SOLD,,,,i10 Magna is SOLD
Toyota Hilux 1996 is SOLD,,"NRs 19,00,000",SOLD,,,,Hilux is SOLD
Maruti Suzuki Zen 2004 Buy in Kathmandu Nepal,,"NRs 7,50,000",Maruti Zen in Excellent condition.,,,,Zen Buy in Kathmandu Nepal
Hyundai Tucson 2006 Buy in Kathandu Nepal is SOLD,,"NRs 27,00,000",SOLD,,,,Tucson Buy in Kathandu Nepal is SOLD
Toyota Land Cruiser LJ79 Buy in Kathmandu Nepal SOLD,,"NRs 27,50,000",SOLD,,,,Land Cruiser LJ79 Buy in Kathmandu Nepal SOLD
Mitsubishi Pajero V44 1991 Buy in Kathandu Nepal SOLD,,"NRs 19,50,000",SOLD,,,,Pajero V44 Buy in Kathandu Nepal SOLD
Maruti 800 2004 Buy in Kathmandu Nepal,,"NRs 6,00,000",SOLD,,,,800 Buy in Kathmandu Nepal
Dihatsu Terios 1998 is SOLD,,"NRs 18,50,000",SOLD,,,,Dihatsu Terios is SOLD
Toyota Lx 2003is SOLD,,"NRs 20,00,000",SOLD,,,,Lx 2003is SOLD
Hyundai i10 Magna 2010 Buy in Kathmandu Nepal is SOLD,,"NRs 16,00,000",SOLD,,,,i10 Magna Buy in Kathmandu Nepal is SOLD
Land Rover Defender 2002 Buy in Kathmandu Nepal,,"NRs 32,00,000",Land Rover Defender in good condition. Excellent for off roads.,,,,Land Rover Defender Buy in Kathmandu Nepal
Suzuki Swift VXi 2008 buy in Kathmandu Nepal is SOLD,,"NRs 15,25,000",SOLD,,,,Swift VXi buy in Kathmandu Nepal is SOLD
Toyota RAV 4 2010 buy in Kathmandu Nepal.SOLD,,"NRs 75,00,000",SOLD,,,,RAV 4 buy in Kathmandu Nepal.SOLD
Toyota RAV 4 2001 buy in Kathmandu Nepal is SOLD,,"NRs 29,00,000",SOLD,,,,RAV 4 buy in Kathmandu Nepal is SOLD
Hyundai Santro Zip Plus 2003 is SOLD,,"NRs 8,25,000",SOLD,,,,Santro Zip Plus is SOLD
Suzuki A Star buy in Kathmandu Nepal is SOLD,,"NRs 14,30,000",SOLD,,,,A Star buy in Kathmandu Nepal is SOLD
Kia Sorento 2003 Buy In Kathmandu Nepal,,"NRs 33,00,000",IN GOOD CONDITION,,,,Sorento Buy In Kathmandu Nepal
Huyndai Getz 2007 buy in Kathmandu Nepal is SOLD,,"NRs 15,00,000",SOLD,,,,Huyndai Getz buy in Kathmandu Nepal is SOLD
Kia Sumato 2001 Buy In Kathmandu Nepal SOLD,,"NRs 8,50,000",SOLD,,,,Sumato Buy In Kathmandu Nepal SOLD
ZOTYE 2010 Buy In Kathmandu Nepal is SOLD,,"NRs 15,00,000",SOLD,,,,ZOTYE Buy In Kathmandu Nepal is SOLD
Swift 2009vxi buy in kathmandu nepal SOLD,,"NRs 16,80,000",SOLD,,,,Swift 2009vxi buy in kathmandu nepal SOLD
Tata indica 2006 Buy In Kathmandu Nepal SOLD,,"NRs 8,00,000",SOLD,,,,indica Buy In Kathmandu Nepal SOLD
Maruti Van 2007 Buy in Kathmandu Nepal SOLD,,"NRs 8,50,000",SOLD,,,,Van Buy in Kathmandu Nepal SOLD
Maruti WagonR 2001 is SOLD,,"NRs 7,50,000",SOLD,,,,WagonR is SOLD
Hyundai Tucson2009 buy in Kathmandu Nepal is SOLD,,"NRs 32,50,000",SOLD,,,,Tucson2009 buy in Kathmandu Nepal is SOLD
Toyota Prado 1997 Buy In Kathmandu Nepal,,"NRs 43,00,000","WELL CONDITION, FULL OPTION",,,,Prado Buy In Kathmandu Nepal
Nissan Navara 2009 is SOLD,,"NRs 34,00,000",SOLD,,,,Navara is SOLD
Maruti Car 1998 Buy in Kathmandu Nepal is SOLD,,"NRs 4,00,000",SOLD,,,,Car Buy in Kathmandu Nepal is SOLD
Land  Rover 2004 is SOLD,,"NRs 34,00,000",SOLD,,,,Land Rover is SOLD
Huyndai Santro 2009 GL is SOLD,,"NRs 12,80,000",SOLD,,,,Huyndai Santro GL is SOLD
Fully Loaded 2014 VW Tiguan 2.0L TSI Automatic,Petrol,"5,995,000.00",,"52,300 KMS",2014.0,,VW Tiguan 2.0L TSI
Full Option 2015 Toyota Etios Cross V Diesel (w/Full Service,Diesel,"2,325,000.00",,"52,000 KMS",2015.0,,Full Option Etios Cross V Diesel w/Full Service
Single Owner 2020 Mitsubishi Outlander PHEV Automatic,Hybrid (Petrol + Electric),"12,900,000.00",,"12,000 KMS",2020.0,,Outlander PHEV
Full Option 2018 Nissan Navara Automatic (w/Full Service His,Diesel,"7,300,000.00",,"32,000 KMS",2018.0,,Full Option Navara w/Full Service His
Single Owner 2014 VW Tiguan Petrol Manual,Petrol,"4,375,000.00",,"52,000 KMS",2014.0,,VW Tiguan Petrol Manual
2014 Hyundai Xcent (w/ LCD Touchscreen),Petrol,"1,725,000.00",,"50,000 KMS",2014.0,,Xcent w LCD Touchscreen
Single Owner 2019 Hyundai Tucson,Petrol,"6,300,000.00",,"31,000 KMS",2019.0,,Tucson
Full Option 2015 Hyundai Creta Diesel SX,Diesel,"3,550,000.00",,"71,000 KMS",2015.0,,Full Option Creta Diesel SX
Full Option 2016 Datsun Go,Petrol,"1,250,000.00",,"59,000 KMS",2016.0,,Full Option Datsun Go
Single Owner 2018 Hyundai Tucson Diesel Automatic,Diesel,"7,600,000.00",,"57,000 KMS",2018.0,,Tucson Diesel
Full Option 2014 Tata Safari Storme,Diesel,"1,950,000.00",,"64,000 KMS",2014.0,,Full Option Safari Storme
Single Owner 2017 Hyundai Verna Automatic,Petrol,"3,150,000.00",,"53,000 KMS",2017.0,,Verna
Full Option 2019 Suzuki Wagon R 1.2,Petrol,"2,175,000.00",,"25,000 KMS",2019.0,,Full Option Wagon R 1.2
2012 Ford Figo Zxi (w/Full Service History),Petrol,"1,095,000.00",,"86,000 KMS",2012.0,,Figo Zxi w/Full Service History
Full Option 2018 Mitsubishi ASX Automatic,Petrol,"7,200,000.00",,"49,000 KMS",2018.0,,Full Option ASX
Full Option 2016 Renault Duster Petrol (w/Full Service Histo,Petrol,"2,375,000.00",,"47,000 KMS",2016.0,,Full Option Duster Petrol w/Full Service Histo
"Full Option 2014 Hyundai Eon Era+ (Driven for 61,000 kms)",Petrol,"1,195,000.00",,"61,000 KMS",2014.0,,"Full Option Eon Era Driven for 61,000 kms"
Full Option 2015 Mitsubishi Lancer GLS (w/Full Service Histo,Petrol,"5,500,000.00",,"49,000 KMS",2015.0,,Full Option Lancer GLS w/Full Service Histo
Single Owner 2018 Nissan Micra Active,Petrol,"1,675,000.00",,"42,000 KMS",2014.0,,Micra Active
Full Option Renault Duster Diesel 4WD,Diesel,"2,775,000.00",,"53,000 KMS",2017.0,,Full Option Duster Diesel 4WD
,,,,,,Brand,
Tata Zest XT 2016,petrol,NPRs 17.50lakhs,,44000 km,,Tata,Zest XT
Tiago,petrol,NPRs 24.00lakhs,,3277 km,,Tata,Tiago
Nexon xz+,petrol,NPRs 36.50lakhs,,12000 km,,Tata,Nexon xz
Tata safari,diesel,NPRs 14.50lakhs,,0 km,,Tata,safari
tata tiago xz+,petrol,NPRs 23.50lakhs,,0 km,,Tata,tiago xz
Altroz xz,petrol,NPRs 29.50lakhs,,26000 km,,Tata,Altroz xz
Tata Manza,diesel,NPRs 12.00lakhs,,0 km,,Tata,Manza
Tata zest Xe,petrol,NPRs 14.00lakhs,,0 km,,Tata,zest Xe
Tata Indigo,petrol,NPRs 13.50lakhs,,0 km,,Tata,Indigo
Tata Manza safari,petrol,NPRs 13.00lakhs,,0 km,,Tata,Manza safari
Tata Tiago Xz,petrol,NPRs 19.80lakhs,,0 km,,Tata,Tiago Xz
Sumo,diesel,NPRs 11.50lakhs,,0 km,,Tata,Sumo
Tata Hatti,petrol,NPRs 7.50lakhs,,0 km,,Tata,Hatti
Tata mega XL,diesel,NPRs 8.50lakhs,,0 km,,Tata,mega XL
tata sumo,diesel,NPRs 16.00lakhs,,0 km,,Tata,sumo
Nexon XZA+,diesel,NPRs 35.00lakhs,,0 km,,Tata,Nexon XZA
tata tiago xz+,petrol,NPRs 18.50lakhs,,24000 km,,Tata,tiago xz
Nexon XZ+,diesel,NPRs 32.00lakhs,,0 km,,Tata,Nexon XZ
tata safari,diesel,NPRs 11.00lakhs,,0 km,,Tata,safari
Tata sumo,diesel,NPRs 11.50lakhs,,0 km,,Tata,sumo
tata tiago xz,petrol,NPRs 19.75lakhs,,0 km,,Tata,tiago xz
tata bolt rt m,petrol,NPRs 17.90lakhs,,0 km,,Tata,bolt rt m
tata hexa xt,diesel,NPRs 52.00lakhs,,0 km,,Tata,hexa xt
nexon xz plus,petrol,NPRs 36.50lakhs,,0 km,,Tata,nexon xz plus
indica xeta,petrol,NPRs 4.95lakhs,,0 km,,Tata,indica xeta
tata indica,petrol,NPRs 3.50lakhs,,0 km,,Tata,indica
Tata Trucks,diesel,NPRs 10.50lakhs,,0 km,,Tata,Trucks
Nexon XM(S),petrol,NPRs 36.00lakhs,,25500 km,,Tata,Nexon XM(S
tata ace hatti,petrol,NPRs 6.99lakhs,,52000 km,,Tata,ace hatti
tata safari,diesel,NPRs 13.75lakhs,,0 km,,Tata,safari
Tata Tiago XM,petrol,NPRs 18.50lakhs,,0 km,,Tata,Tiago XM
Tata Sumo Gold,diesel,NPRs 15.50lakhs,,0 km,,Tata,Sumo Gold
nexon xz plus,petrol,NPRs 33.00lakhs,,0 km,,Tata,nexon xz plus
tata tiago xz,petrol,NPRs 19.50lakhs,,0 km,,Tata,tiago xz
indigo cs lx 2017,petrol,NPRs 12.75lakhs,,0 km,,Tata,indigo cs lx
tiago xz,petrol,NPRs 22.00lakhs,,0 km,,Tata,tiago xz
tata indica,petrol,NPRs 4.50lakhs,,0 km,,Tata,indica
TATA NEXON XZ+,petrol,NPRs 35.00lakhs,,25000 km,,Tata,NEXON XZ
tata sumo gold,petrol,NPRs 14.50lakhs,,80000 km,,Tata,sumo gold
Tata XENON 2014,diesel,NPRs 13.75lakhs,,0 km,,Tata,XENON
Tata sumo2016,diesel,NPRs 11.50lakhs,,0 km,,Tata,sumo2016
Nano 2011,petrol,NPRs 3.80lakhs,,0 km,,Tata,Nano
tata sumo gold 2016,diesel,NPRs 15.50lakhs,,0 km,,Tata,sumo gold
tata super ace2015,diesel,NPRs 7.50lakhs,,0 km,,Tata,super ace2015
tata indica 2001,petrol,NPRs 3.50lakhs,,0 km,,Tata,indica
tata indica v2,diesel,NPRs 5.20lakhs,,0 km,,Tata,indica v2
TATA Nexon XZ+2021,petrol,NPRs 37.00lakhs,,31000 km,,Tata,Nexon XZ
tata nexon ev,electric,NPRs 37.00lakhs,,12000 km,,Tata,nexon ev
Tata Xeta,petrol,NPRs 4.75lakhs,,0 km,,Tata,Xeta
Tata Sumo Ex,diesel,NPRs 14.25lakhs,,0 km,,Tata,Sumo Ex
Tata Xeta,petrol,NPRs 4.50lakhs,,0 km,,Tata,Xeta
xpres t ev taxi,electric,NPRs 14.00lakhs,,0 km,,Tata,xpres t ev taxi
Tata tigor xz+,petrol,NPRs 22.50lakhs,,21000 km,,Tata,tigor xz
Tata Nexon XM,petrol,NPRs 25.50lakhs,,0 km,,Tata,Nexon XM
Tata Nexon XM,petrol,NPRs 25.50lakhs,,0 km,,Tata,Nexon XM
Tata Nexon XZ+,petrol,NPRs 35.50lakhs,,12000 km,,Tata,Nexon XZ
Tata nexon. Petrol Full option + sunroof,petrol,NPRs 2.20lakhs,,10000 km,,Tata,nexon Petrol Full option
Zest xm,petrol,NPRs 17.00lakhs,,25000 km,,Tata,Zest xm
tata tigor xe,petrol,NPRs 20.50lakhs,,27000 km,,Tata,tigor xe
NRG,petrol,NPRs 26.00lakhs,,26000 km,,Tata,NRG
Tata Tiago NRG,petrol,NPRs 20.50lakhs,,44000 km,,Tata,Tiago NRG
Tata Safari Strome vx,diesel,NPRs 26.75lakhs,,67000 km,,Tata,Safari Strome vx
Zest,petrol,NPRs 16.00lakhs,,100000 km,,Tata,Zest
Tata Tiago xe,petrol,NPRs 16.00lakhs,,58000 km,,Tata,Tiago xe
Tigor xe,petrol,NPRs 18.00lakhs,,44000 km,,Tata,Tigor xe
TATA ZEST XM,diesel,NPRs 18.90lakhs,,50581 km,,Tata,ZEST XM
Tata zest XT,petrol,NPRs 15.00lakhs,,99000 km,,Tata,zest XT
Tata Nexon XZ Plus,petrol,NPRs 31.00lakhs,,0 km,,Tata,Nexon XZ Plus
Tata Nexon EV 2022,electric,NPRs 38.75lakhs,,5800 km,,Tata,Nexon EV
Tata safari,petrol,NPRs 14.00lakhs,,0 km,,Tata,safari
Tata Xeta,petrol,NPRs 4.25lakhs,,50000 km,,Tata,Xeta
Tata Safari LX Dicore,petrol,NPRs 15.25lakhs,,0 km,,Tata,Safari LX Dicore
Tata  safari strome lx,diesel,NPRs 20.50lakhs,,0 km,,Tata,safari strome lx
Tata Tiago,petrol,NPRs 24.50lakhs,,0 km,,Tata,Tiago
Nexon xz+,petrol,NPRs 38.00lakhs,,7000 km,,Tata,Nexon xz
Tata Vistel,diesel,NPRs 8.65lakhs,,61000 km,,Tata,Vistel
Tata Indica 2014,petrol,NPRs 6.00lakhs,,0 km,,Tata,Indica
TIAGO XZ+,petrol,NPRs 23.00lakhs,,18500 km,,Tata,TIAGO XZ
Tata vista,petrol,NPRs 5.75lakhs,,0 km,,Tata,vista
Tata Nexon EV,electric,NPRs 37.50lakhs,,10500 km,,Tata,Nexon EV
Tata Tiago xz,petrol,NPRs 22.50lakhs,,40000 km,,Tata,Tiago xz
Tulasi Ojha,diesel,NPRs 21.50lakhs,,81000 km,,Tata,Tulasi Ojha
Tata Bolt,petrol,NPRs 14.00lakhs,,48000 km,,Tata,Bolt
Tata Triago,petrol,NPRs 12.95lakhs,,0 km,,Tata,Triago
Tiago,petrol,NPRs 16.00lakhs,,40500 km,,Tata,Tiago
Nexon,petrol,NPRs 39.50lakhs,,9350 km,,Tata,Nexon
Tat indica,petrol,NPRs 4.25lakhs,,0 km,,Tata,Tat indica
Nixon ZX+LUX  Dark Edition EV,electric,NPRs42,,13000 km,,Tata,Nixon ZX+LUX Dark EV
Tata Indica,diesel,NPRs 6.00lakhs,,79000 km,,Tata,Indica
Safari Storme,diesel,NPRs 21.00lakhs,,69000 km,,Tata,Safari Storme
TATA ACE (CHOTA HAATHI),diesel,NPRs 5.92lakhs,,6000 km,,Tata,ACE CHOTA HAATHI
Tata Nano Petrol,petrol,NPRs 3.50lakhs,,17000 km,,Tata,Nano Petrol
Sumo Gold GX,diesel,NPRs 13.49lakhs,,150000 km,,Tata,Sumo Gold GX
Tata Nexon XE,petrol,NPRs 35.00lakhs,,31626 km,,Tata,Nexon XE
Tata sumo se 4*4 wheel,diesel,NPRs 5.85lakhs,,160000 km,,Tata,sumo se 4*4 wheel
Alto k10 vxi,petrol,NPRs 10.90lakhs,,61000 km,,Maruti Suzuki,Alto k10 vxi
Maruti Suzuki Eeco,petrol,NPRs 18.50lakhs,,29000 km,,Maruti Suzuki,Eeco
Gypsy,petrol,NPRs 9.50lakhs,,82000 km,,Maruti Suzuki,Gypsy
Nishant Kumar Pandit Chhetri,petrol,NPRs 36.99lakhs,,24000 km,,Maruti Suzuki,Nishant Kumar Pandit Chhetri
Maruti 800,petrol,NPRs 5.50lakhs,,40000 km,,Maruti Suzuki,800
Brezza,diesel,NPRs 34.00lakhs,,40687 km,,Maruti Suzuki,Brezza
S-PRESSO VXI O,petrol,NPRs 21.00lakhs,,5500 km,,Maruti Suzuki,S-PRESSO VXI O
Maruti Suzuki Swift zxi,petrol,NPRs 27.00lakhs,,23000 km,,Maruti Suzuki,Swift zxi
